gravity,1742.0142507573166
sub_steps,3
fps,9539
use_material_physics,False
material_friction,19.31296654575112
material_elasticity,0.7513847469500724
mass,6584.9907162267045
form_factor,0.08429604353966236
velocity_max,536.6501784933567
damping,0.2692371730995994
rotation_damping,0.7734775578226986
use_collision_bounds,True
collision_margin,0.16308610099279253
collision_bounds_type,CONE
torque_y,134.4404471299974
fitness,83.0803544715

gravity,8031.928113759541
sub_steps,1
fps,1156
use_material_physics,True
material_friction,94.45481489408711
material_elasticity,0.3150551560601492
mass,6848.055336143956
form_factor,0.6190430823598781
velocity_max,806.7085393023561
damping,0.20506017391138698
rotation_damping,0.1744815065177575
use_collision_bounds,False
collision_margin,0.6293857608748581
collision_bounds_type,CONE
torque_y,191.6842708138986
fitness,23.1672199674

gravity,3710.92001636249
sub_steps,4
fps,5402
use_material_physics,False
material_friction,49.260147953690115
material_elasticity,0.16111268012080115
mass,6432.534637284708
form_factor,0.949051362357545
velocity_max,607.9983061556599
damping,0.24988565014647135
rotation_damping,0.522125781538373
use_collision_bounds,True
collision_margin,0.372056042636569
collision_bounds_type,CONE
torque_y,0.908568977587243
fitness,38.6186362977

gravity,9406.878375971859
sub_steps,2
fps,5937
use_material_physics,False
material_friction,68.45242498001718
material_elasticity,0.3279354968088488
mass,6245.025820876279
form_factor,0.2431726989217694
velocity_max,685.888833069019
damping,0.09383497389570672
rotation_damping,0.9047293585251308
use_collision_bounds,False
collision_margin,0.3847980694547899
collision_bounds_type,CYLINDER
torque_y,176.03463971836732
fitness,77.5838916651

gravity,6460.397200037112
sub_steps,1
fps,8136
use_material_physics,True
material_friction,96.45607939705017
material_elasticity,0.9925815083574463
mass,7077.922685163694
form_factor,0.6869202695069365
velocity_max,941.5213715469054
damping,0.053151113892045077
rotation_damping,0.992630037275674
use_collision_bounds,True
collision_margin,0.568265719645212
collision_bounds_type,SPHERE
torque_y,152.99945364579307
fitness,40.3566580419

gravity,2622.168532134934
sub_steps,1
fps,8684
use_material_physics,False
material_friction,2.795156798812548
material_elasticity,0.9707396032227034
mass,3475.0281398332227
form_factor,0.6420009599133311
velocity_max,369.9222047789881
damping,0.8336394875511182
rotation_damping,0.9624132683968611
use_collision_bounds,True
collision_margin,0.23028293235577046
collision_bounds_type,CONE
torque_y,76.1398300361212
fitness,96.6857594078

gravity,4450.622848989574
sub_steps,2
fps,2527
use_material_physics,False
material_friction,40.83257063561724
material_elasticity,0.6328303029667096
mass,1021.4707741425536
form_factor,0.4305242845896855
velocity_max,416.41779569806846
