gravity,8.853749760535766
sub_steps,2
fps,390
material_friction,8.841640531706329
material_elasticity,0.6779517181432693
mass,13.107954774988725
velocity_max,497.7603231850667
damping,0.11216488560119986
rotation_damping,0.5961213487992555
collision_bounds_type,CYLINDER
torque_z,84.86262480657838
fitness,60.9386317776

gravity,13.54128684660671
sub_steps,2
fps,5920
material_friction,56.201664774620994
material_elasticity,0.26286960549631366
mass,12.72069708787508
velocity_max,270.56324083782545
damping,0.5723785353558687
rotation_damping,0.7300477368878883
collision_bounds_type,CONVEX_HULL
torque_z,39.499795666183054
fitness,32.048587738

gravity,7.012781404799959
sub_steps,4
fps,9429
material_friction,38.229005822556495
material_elasticity,0.7551694990243726
mass,1.4608734395823242
velocity_max,992.9812295738114
damping,0.6326298066271148
rotation_damping,0.44987601355179174
collision_bounds_type,TRIANGLE_MESH
torque_z,18.280979139063046
fitness,36.4116715857

gravity,8.898492759352857
sub_steps,1
fps,597
material_friction,9.207507713858432
material_elasticity,0.1643088695185132
mass,4.52653113535538
velocity_max,0.5258351547988704
damping,0.2532204418631967
rotation_damping,0.6788197234543359
collision_bounds_type,TRIANGLE_MESH
torque_z,25.40920591994823
fitness,7.3177650212

gravity,5.72413739960438
sub_steps,1
fps,9108
material_friction,19.35530013628758
material_elasticity,0.4733671304367072
mass,1.072702267652628
velocity_max,307.08537751561147
damping,0.9096269057021761
rotation_damping,0.6652257578109687
collision_bounds_type,CYLINDER
torque_z,56.63016462627994
fitness,30.5907644844

gravity,5.722157941072162
sub_steps,4
fps,4822
material_friction,23.93140835947315
material_elasticity,0.7589995506066484
mass,14.942700155610122
velocity_max,978.4139743099685
damping,0.5111139759152055
rotation_damping,0.6514980364663798
collision_bounds_type,CONVEX_HULL
torque_z,5.859067624656644
fitness,31.9824460562

gravity,3.635915228892459
sub_steps,1
fps,1173
material_friction,84.28577806880844
material_elasticity,0.45891085793270847
mass,14.394331628056475
velocity_max,167.53274830273247
damping,0.45140883574823487
rotation_damping,0.6601231415403616
collision_bounds_type,SPHERE
torque_z,63.04653831736498
fitness,16.1601550747

gravity,14.804703679634338
sub_steps,4
fps,7462
material_friction,9.017638616656665
material_elasticity,0.6786340952080732
mass,9.741364102168042
velocity_max,293.69855093633737
damping,0.30711148702407864
rotation_damping,0.8410889155695463
collision_bounds_type,SPHERE
torque_z,25.193636631393023
